BME680_temperature_b,BME680_humidity_b,BME680_pressure_b,BME680_gas_b,BME680_temperature_f,BME680_humidity_f,BME680_pressure_f,BME680_gas_f,DHT21_temperature,DHT21_humidity,DHT22_temperature,DHT22_humidity,moisture_right,moisture_left,temperature_soil,temperature_water,light,level,door,timestamp
18.94,53.97,1005.86,147.81,16.78,66.81,1005.39,20.11,16,75.4,16,75.4,99.99,99,19.19,20.62,0,1,1,"""2023-05-07T18:33:07.000Z"""
18.87,54.41,1005.94,143.61,16.64,66.73,1005.46,19.62,15.8,76.1,15.8,76.1,99.99,97,19.06,20.5,0,1,1,"""2023-05-07T18:38:07.000Z"""
18.69,54.75,1006.03,143.86,16.51,67.18,1005.55,19.19,15.5,77.4,15.5,77.4,99.99,95,19,20.44,0,1,1,"""2023-05-07T18:43:10.000Z"""
18.47,55.52,1006.09,141.54,16.38,67.9,1005.62,18.84,15.4,77.3,15.4,77.3,99.99,99.99,18.94,20.37,0,1,1,"""2023-05-07T18:48:10.000Z"""
18.29,56.77,1006.09,134.58,16.34,67.63,1005.64,18.56,15.3,77.6,15.3,77.6,99.99,96,18.87,20.31,0,1,1,"""2023-05-07T18:53:10.000Z"""
18.18,56.41,1006.09,133.5,16.31,68.06,1005.64,18.14,15.1,77.7,15.1,77.7,99.99,95,18.81,20.25,0,1,1,"""2023-05-07T18:58:10.000Z"""
18.07,56.21,1006.09,136.45,16.14,68.38,1005.65,17.93,15,79.6,15,79.6,99.99,99.99,18.75,20.19,0,1,1,"""2023-05-07T19:03:10.000Z"""
17.96,56.12,1006.09,141.9,16,67.92,1005.66,17.72,15,81.1,15,81.1,99.99,95,18.62,20.06,0,1,1,"""2023-05-07T19:08:10.000Z"""
17.89,56.1,1006.17,144.11,15.88,68.18,1005.74,17.56,14.8,79.3,14.8,79.3,99.99,97,18.56,20,0,1,1,"""2023-05-07T19:13:10.000Z"""
17.77,56.73,1006.29,146.38,15.77,68.55,1005.85,17.38,14.7,80.5,14.7,80.5,99.99,96,18.5,19.94,0,1,1,"""2023-05-07T19:18:11.000Z"""
17.49,57.37,1006.46,144.73,15.67,68.87,1006,17.18,14.6,79.9,14.6,79.9,99.99,99.99,18.44,19.87,0,1,1,"""2023-05-07T19:23:11.000Z"""
17.36,58.06,1006.62,137.01,15.7,69.5,1006.19,16.94,14.5,79.6,14.5,79.6,99.99,98,18.31,19.81,0,1,1,"""2023-05-07T19:28:11.000Z"""
17.25,58.29,1006.68,135.45,15.56,69.17,1006.21,16.79,14.3,79.7,14.3,79.7,99.99,96,18.25,19.75,0,1,1,"""2023-05-07T19:33:11.000Z"""
17.16,58.01,1006.73,135.12,15.4,69.91,1006.25,16.66,14.2,80.7,14.2,80.7,99.99,99.99,18.19,19.69,0,1,1,"""2023-05-07T19:38:11.000Z"""
17.11,58.25,1006.79,137.57,15.28,70.13,1006.35,16.39,14.3,81.4,14.3,81.4,99.99,99.99,18.12,19.62,0,1,1,"""2023-05-07T19:43:12.000Z"""
17.06,58.12,1006.75,140.23,15.12,70.26,1006.32,16.18,14.1,83.2,14.1,83.2,99.99,94,18.06,19.56,0,1,1,"""2023-05-07T19:48:12.000Z"""
16.96,58.37,1006.76,141.18,15.09,70.09,1006.34,16.06,14,81.5,14,81.5,99.99,97,18,19.56,0,1,1,"""2023-05-07T19:53:12.000Z"""
16.87,58.49,1006.69,137.68,15.03,71.03,1006.25,15.9,13.9,82.2,13.9,82.2,99.99,99.99,17.94,19.44,0,1,1,"""2023-05-07T19:58:13.000Z"""
16.78,58.87,1006.7,138.03,14.87,70.7,1006.28,15.73,13.8,82.5,13.8,82.5,99.99,94,17.81,19.37,0,1,1,"""2023-05-07T20:03:13.000Z"""
16.67,59.02,1006.79,136.56,14.83,71.35,1006.37,15.57,13.8,81.8,13.8,81.8,99.99,98,17.81,19.31,0,1,1,"""2023-05-07T20:08:14.000Z"""
16.58,59.18,1006.81,136.9,14.78,70.88,1006.4,15.51,13.5,82.4,13.5,82.4,99.99,98,17.69,19.31,0,1,1,"""2023-05-07T20:13:14.000Z"""
16.51,59.25,1006.78,135.45,14.72,71.01,1006.41,15.44,13.6,82.2,13.6,82.2,99.99,98,17.62,19.19,0,1,1,"""2023-05-07T20:18:15.000Z"""
16.42,59.59,1006.85,134.68,14.63,71.2,1006.47,15.37,13.5,81.9,13.5,81.9,99,96,17.56,19.12,0,1,1,"""2023-05-07T20:23:15.000Z"""
16.28,59.77,1006.93,133.93,14.58,71.4,1006.55,15.23,13.3,82.7,13.3,82.7,99.99,95,17.5,19.06,0,1,1,"""2023-05-07T20:28:16.000Z"""
16.19,59.97,1006.99,132.44,14.52,71,1006.62,15.19,13.3,82,13.3,82,99.99,99.99,17.37,19,0,1,1,"""2023-05-07T20:33:16.000Z"""
16.11,59.74,1007.04,132.86,14.45,70.91,1006.66,15.11,13.1,82.5,13.1,82.5,99.99,99.99,17.37,19,0,1,1,"""2023-05-07T20:38:16.000Z"""
16.03,59.9,1007.05,135.78,14.37,71.05,1006.66,15.06,13,82.1,13,82.1,99.99,99.99,17.25,18.94,0,1,1,"""2023-05-07T20:43:17.000Z"""
15.87,60.56,1007.14,135.45,14.28,71.93,1006.74,14.94,13,81.8,13,81.8,99.99,99.99,17.19,18.87,0,1,1,"""2023-05-07T20:48:17.000Z"""
15.78,60.72,1007.23,132.65,14.15,72.49,1006.81,14.81,12.9,82.6,12.9,82.6,99.99,99.99,17.19,18.81,0,1,1,"""2023-05-07T20:53:18.000Z"""
15.66,60.61,1007.28,132.02,14.08,72.4,1006.9,14.71,12.8,82.7,12.8,82.7,99.99,97,17.06,18.75,0,1,1,"""2023-05-07T20:58:18.000Z"""
15.56,60.88,1007.33,131.6,13.94,72.74,1006.93,14.59,12.7,82.5,12.7,82.5,99.99,95,17,18.75,0,1,1,"""2023-05-07T21:03:20.000Z"""
15.46,61.16,1007.33,132.44,13.9,72.28,1006.89,14.6,12.8,82.9,12.8,82.9,99.99,99.99,16.94,18.62,0,1,1,"""2023-05-07T21:08:20.000Z"""
15.36,61.14,1007.31,136.34,13.84,71.55,1006.9,14.65,12.7,82.5,12.7,82.5,99.99,96,16.87,18.62,0,1,1,"""2023-05-07T21:13:20.000Z"""
15.25,61.08,1007.34,141.06,13.78,71.71,1006.94,14.73,12.8,82.9,12.8,82.9,99.99,99.99,16.81,18.56,0,1,1,"""2023-05-07T21:18:20.000Z"""
15.25,61.37,1007.39,142.99,13.72,71.87,1006.97,14.82,12.6,82.1,12.6,82.1,99,94,16.75,18.5,0,1,1,"""2023-05-07T21:23:20.000Z"""
15.27,61.07,1007.39,143.61,13.67,71.51,1006.98,14.82,12.8,82.8,12.8,82.8,99,94,16.62,18.37,0,1,1,"""2023-05-07T21:28:20.000Z"""
15.21,61.18,1007.45,142.38,13.62,71.95,1007.06,14.92,12.6,81.9,12.6,81.9,99.99,99.99,16.62,18.44,0,1,1,"""2023-05-07T21:33:21.000Z"""
15.14,61.17,1007.52,144.48,13.5,71.98,1007.12,14.93,12.4,82.1,12.4,82.1,99.99,99.99,16.5,18.37,0,1,1,"""2023-05-07T21:38:21.000Z"""
15.1,61.29,1007.52,145.49,13.4,71.45,1007.12,14.97,12.4,83.3,12.4,83.3,99.99,99.99,16.5,18.31,0,1,1,"""2023-05-07T21:43:21.000Z"""
15.06,61.15,1007.62,147.68,13.27,71.75,1007.22,15.03,12.3,83.2,12.3,83.2,99.99,99.99,16.37,18.25,0,1,1,"""2023-05-07T21:48:21.000Z"""
14.96,61.08,1007.74,147.68,13.29,71.78,1007.37,15.09,12.2,83.1,12.2,83.1,99.99,99.99,16.25,18.19,0,1,1,"""2023-05-07T21:53:21.000Z"""
14.84,61.58,1007.8,144.6,13.26,72.38,1007.44,15.06,12.1,82.4,12.1,82.4,99.99,99.99,16.25,18.12,0,1,1,"""2023-05-07T21:58:21.000Z"""
14.74,61.75,1007.9,145.87,13.06,72.53,1007.53,15.03,12,83.5,12,83.5,99.99,95,16.19,18.12,0,1,1,"""2023-05-07T22:03:21.000Z"""
14.65,61.62,1007.97,144.23,12.96,73.29,1007.62,14.95,11.9,83.4,11.9,83.4,99,99.99,16.06,18.06,0,1,1,"""2023-05-07T22:08:21.000Z"""
14.59,61.68,1007.95,143.36,12.83,73.63,1007.58,14.82,11.8,84.1,11.8,84.1,99.99,94,15.94,18,0,1,1,"""2023-05-07T22:13:21.000Z"""
14.56,61.64,1007.93,142.38,12.65,74.15,1007.56,14.69,11.8,83.9,11.8,83.9,99.99,99.99,15.94,18,0,1,1,"""2023-05-07T22:18:22.000Z"""
14.4,61.7,1007.86,142.87,12.48,74.55,1007.5,14.59,11.6,84.3,11.6,84.3,99.99,99,15.88,17.87,0,1,1,"""2023-05-07T22:23:22.000Z"""
14.33,61.74,1007.87,144.98,12.39,74.26,1007.49,14.52,11.5,84.8,11.5,84.8,99,96,15.81,17.87,0,1,1,"""2023-05-07T22:28:22.000Z"""
14.24,62.31,1007.93,143.86,12.37,74.79,1007.54,14.51,11.6,84.7,11.6,84.7,99,95,15.75,17.81,0,1,1,"""2023-05-07T22:33:23.000Z"""
14.09,62.38,1007.88,143.49,12.26,74.71,1007.5,14.43,11.4,84.3,11.4,84.3,99.99,99,15.63,17.75,0,1,1,"""2023-05-07T22:38:23.000Z"""
14.08,62.29,1007.85,143.86,12.16,74.34,1007.45,14.39,11.4,84.6,11.4,84.6,99.99,99.99,15.63,17.69,0,1,1,"""2023-05-07T22:43:23.000Z"""
14.04,62.4,1007.82,145.49,12.11,74.38,1007.46,14.4,11.3,84.7,11.3,84.7,99,97,15.56,17.69,0,1,1,"""2023-05-07T22:48:23.000Z"""
14,62.66,1007.82,144.6,12.07,74.93,1007.47,14.39,11.3,84.9,11.3,84.9,99.99,99.99,15.44,17.62,0,1,1,"""2023-05-07T22:53:23.000Z"""
13.94,62.29,1007.81,143.73,12,74.99,1007.47,14.26,11.2,84.7,11.2,84.7,99.99,97,15.44,17.62,0,1,1,"""2023-05-07T22:58:24.000Z"""
13.93,62.03,1007.79,144.98,11.94,75.1,1007.43,14.25,11.1,85.4,11.1,85.4,99,94,15.31,17.56,0,1,1,"""2023-05-07T23:03:24.000Z"""
13.87,62.13,1007.83,145.62,11.87,75.13,1007.48,14.17,11,85,11,85,99.99,99.99,15.25,17.5,0,1,1,"""2023-05-07T23:08:25.000Z"""
13.76,62.31,1007.88,145.23,11.82,75.21,1007.5,14.13,11,85.4,11,85.4,99,94,15.25,17.44,0,1,1,"""2023-05-07T23:13:25.000Z"""
13.7,62.94,1007.88,141.9,11.78,75.43,1007.52,14.03,11,85.4,11,85.4,99.99,99.99,15.13,17.44,0,1,1,"""2023-05-07T23:18:25.000Z"""
13.62,62.78,1007.9,142.99,11.67,75.41,1007.53,14.07,10.8,85.7,10.8,85.7,99,99.99,15.06,17.37,0,1,1,"""2023-05-07T23:23:26.000Z"""
13.55,62.75,1007.86,141.78,11.64,75.7,1007.51,14.03,10.8,84.8,10.8,84.8,99,95,15.06,17.31,0,1,1,"""2023-05-07T23:28:26.000Z"""
13.52,62.99,1007.78,140.94,11.55,75.19,1007.42,14.1,10.7,85.6,10.7,85.6,99.99,95,14.94,17.25,0,1,1,"""2023-05-07T23:33:27.000Z"""
13.44,63.05,1007.7,140.94,11.51,75.53,1007.34,14.07,10.7,85.7,10.7,85.7,99.99,99,14.87,17.19,0,1,1,"""2023-05-07T23:38:27.000Z"""
13.4,62.84,1007.69,141.42,11.44,75.86,1007.35,13.99,10.6,85.2,10.6,85.2,99,95,14.81,17.12,0,1,1,"""2023-05-07T23:43:28.000Z"""
13.32,63.35,1007.72,138.49,11.4,76.15,1007.39,13.95,10.5,86.1,10.5,86.1,99.99,99.99,14.75,17.12,0,1,1,"""2023-05-07T23:48:28.000Z"""
13.28,62.79,1007.71,137.8,11.31,75.99,1007.38,13.92,10.5,86.1,10.5,86.1,99.99,97,14.69,17.12,0,1,1,"""2023-05-07T23:53:30.000Z"""
13.17,62.93,1007.75,135.34,11.23,76.25,1007.43,13.87,10.4,86.3,10.4,86.3,99.99,98,14.69,17.06,0,1,1,"""2023-05-07T23:58:30.000Z"""
13.06,63.26,1007.71,133.71,11.12,76.3,1007.38,13.8,10.2,86.3,10.2,86.3,99.99,96,14.56,16.94,0,1,1,"""2023-05-08T00:03:30.000Z"""
13,63.39,1007.74,131.29,11.07,76.55,1007.43,13.75,10.2,86.4,10.2,86.4,99.99,99.99,14.5,16.94,0,1,1,"""2023-05-08T00:08:30.000Z"""
12.9,63.74,1007.75,128.76,11,76.88,1007.45,13.71,10.2,86.4,10.2,86.4,99,95,14.5,16.94,0,1,1,"""2023-05-08T00:13:30.000Z"""
12.82,63.86,1007.82,126.04,10.93,76.95,1007.49,13.62,10.1,86.3,10.1,86.3,99,95,14.38,16.87,0,1,1,"""2023-05-08T00:18:31.000Z"""
12.73,63.9,1007.83,126.52,10.86,77.12,1007.49,13.55,10,86.5,10,86.5,99.99,99.99,14.31,16.81,0,1,1,"""2023-05-08T00:23:31.000Z"""
12.64,64.04,1007.88,125.19,10.78,77.01,1007.55,13.52,9.8,86.5,9.8,86.5,99.99,99.99,14.31,16.81,0,1,1,"""2023-05-08T00:28:31.000Z"""
12.6,63.72,1007.86,125.09,10.7,77.12,1007.56,13.46,9.8,86.8,9.8,86.8,99.99,99.99,14.19,16.75,0,1,1,"""2023-05-08T00:33:31.000Z"""
12.52,64.15,1007.79,123.06,10.65,77.19,1007.5,13.45,9.7,87,9.7,87,99,99.99,14.13,16.69,0,1,1,"""2023-05-08T00:38:32.000Z"""
12.45,64.18,1007.74,122.88,10.57,77.26,1007.44,13.4,9.7,87,9.7,87,99.99,99.99,14.06,16.69,0,1,1,"""2023-05-08T00:43:32.000Z"""
12.37,64.36,1007.78,120.57,10.5,77.4,1007.45,13.35,9.6,86.7,9.6,86.7,99.99,98,13.94,16.69,0,1,1,"""2023-05-08T00:48:32.000Z"""
12.31,64.14,1007.77,120.57,10.41,77.48,1007.46,13.35,9.5,87.1,9.5,87.1,99,99,13.94,16.56,0,1,1,"""2023-05-08T00:53:33.000Z"""
12.23,64.2,1007.83,118.6,10.36,77.68,1007.5,13.31,9.5,87.3,9.5,87.3,99.99,99,13.88,16.56,0,1,1,"""2023-05-08T00:58:33.000Z"""
12.11,64.68,1007.91,115.48,10.29,77.57,1007.57,13.23,9.4,87.3,9.4,87.3,99,95,13.75,16.5,0,1,1,"""2023-05-08T01:03:34.000Z"""
12.07,64.74,1007.96,113.06,10.24,77.4,1007.65,13.23,9.3,87.2,9.3,87.2,99,95,13.75,16.44,0,1,1,"""2023-05-08T01:08:34.000Z"""
12.08,63.81,1008.01,113.6,10.14,77.38,1007.69,13.25,9.2,87.6,9.2,87.6,99,95,13.69,16.44,0,1,1,"""2023-05-08T01:13:34.000Z"""
12.04,64.08,1008.02,112.75,10.11,77.39,1007.71,13.24,9.2,87.3,9.2,87.3,99.99,99.99,13.56,16.37,0,1,1,"""2023-05-08T01:18:35.000Z"""
12.02,64.34,1008.07,111.18,10.11,77.71,1007.77,13.19,9.2,87.7,9.2,87.7,99,99.99,13.56,16.37,0,1,1,"""2023-05-08T01:23:35.000Z"""
12.06,64.12,1008.09,113.52,10.11,77.89,1007.79,13.17,9.2,87.6,9.2,87.6,99.99,99.99,13.5,16.31,0,1,1,"""2023-05-08T01:28:36.000Z"""
12.08,64.13,1008.16,115.17,10.1,77.99,1007.86,13.15,9.2,87.9,9.2,87.9,99.99,99,13.44,16.31,0,1,1,"""2023-05-08T01:33:36.000Z"""
12.07,64.02,1008.16,115.8,10.07,78.13,1007.87,13.15,9.2,87.8,9.2,87.8,99,95,13.38,16.25,0,1,1,"""2023-05-08T01:38:37.000Z"""
12.06,64.04,1008.13,116.61,10.02,77.87,1007.83,13.07,9.2,87.5,9.2,87.5,99.99,99.99,13.25,16.25,0,1,1,"""2023-05-08T01:43:37.000Z"""
12.02,64.2,1008.15,117.27,9.98,77.93,1007.86,12.99,9.1,87.9,9.1,87.9,99.99,99,13.25,16.19,0,1,1,"""2023-05-08T01:48:37.000Z"""
11.85,64.88,1008.17,115.09,9.95,78.48,1007.88,13.02,9.1,87.9,9.1,87.9,99,99.99,13.13,16.12,0,1,1,"""2023-05-08T01:53:38.000Z"""
11.83,64.83,1008.2,113.91,9.92,78.71,1007.89,12.99,9,87.9,9,87.9,99,95,13.13,16.06,0,1,1,"""2023-05-08T01:58:40.000Z"""
11.79,64.6,1008.22,114.38,9.85,78.11,1007.92,13.03,9,87.7,9,87.7,99,96,13.06,16.06,0,1,1,"""2023-05-08T02:03:40.000Z"""
11.75,65.06,1008.24,113.68,9.82,78,1007.93,12.97,8.9,87.9,8.9,87.9,99.99,99.99,13,16,0,1,1,"""2023-05-08T02:08:40.000Z"""
11.72,64.95,1008.22,113.91,9.77,78.06,1007.92,13.06,8.9,87.9,8.9,87.9,99,97,12.94,15.94,0,1,1,"""2023-05-08T02:13:40.000Z"""
11.61,65.45,1008.28,111.1,9.76,78.18,1007.99,12.91,8.8,87.9,8.8,87.9,99,96,12.81,15.94,0,1,1,"""2023-05-08T02:18:40.000Z"""
11.57,65.08,1008.26,111.47,9.64,77.9,1007.97,13.08,8.8,88.1,8.8,88.1,99,99,12.81,15.88,0,1,1,"""2023-05-08T02:23:40.000Z"""
11.51,65.5,1008.24,110.59,9.63,78.06,1007.94,12.95,8.7,87.9,8.7,87.9,99,96,12.75,15.88,0,1,1,"""2023-05-08T02:28:40.000Z"""
11.43,65.98,1008.27,107.59,9.59,78.25,1007.98,13.09,8.7,88.1,8.7,88.1,99,96,12.75,15.81,0,1,1,"""2023-05-08T02:33:40.000Z"""
11.41,65.47,1008.28,108.15,9.5,78.2,1007.99,13.05,8.6,88.1,8.6,88.1,99,96,12.63,15.81,0,1,1,"""2023-05-08T02:38:41.000Z"""
11.4,65.67,1008.32,107.11,9.5,78.26,1008.02,13.07,8.6,88.2,8.6,88.2,99,96,12.56,15.75,0,1,1,"""2023-05-08T02:43:41.000Z"""
11.42,65.7,1008.38,105.68,9.53,78.59,1008.09,13.04,8.7,88.5,8.7,88.5,99,95,12.5,15.75,0,1,1,"""2023-05-08T02:48:42.000Z"""
11.5,65.82,1008.36,102.88,9.63,78.89,1008.07,12.88,8.8,88.8,8.8,88.8,99,96,12.44,15.69,0,1,1,"""2023-05-08T02:53:42.000Z"""
11.53,65.95,1008.37,100.89,9.68,79.2,1008.09,12.84,8.8,88.1,8.8,88.1,99,99,12.44,15.63,0,1,1,"""2023-05-08T02:58:43.000Z"""
11.57,66.13,1008.39,100.04,9.74,78.97,1008.12,12.83,8.9,88.6,8.9,88.6,99,97,12.37,15.63,0,1,1,"""2023-05-08T03:03:43.000Z"""
11.58,66.28,1008.38,99.45,9.81,79.46,1008.14,12.77,9,87.9,9,87.9,99,95,12.25,15.56,2,1,1,"""2023-05-08T03:08:44.000Z"""
11.63,66.32,1008.44,97.7,9.87,79.57,1008.17,12.66,9,87.8,9,87.8,99,95,12.19,15.56,6,1,1,"""2023-05-08T03:13:44.000Z"""
11.74,66.09,1008.44,98.22,9.92,79.18,1008.17,12.57,9.2,88.5,9.2,88.5,99,99,12.19,15.56,11,1,1,"""2023-05-08T03:18:44.000Z"""
11.83,65.81,1008.44,99.27,9.97,79.52,1008.19,12.52,9.2,88.5,9.2,88.5,99,97,12.13,15.56,18,1,1,"""2023-05-08T03:23:45.000Z"""
11.89,65.93,1008.49,98.8,10.04,79.41,1008.25,12.44,9.3,88.4,9.3,88.4,99,99.99,12.13,15.5,23,1,1,"""2023-05-08T03:28:45.000Z"""
12.04,65.57,1008.49,98.62,10.09,79.58,1008.24,12.36,9.3,88.5,9.3,88.5,99,99,12,15.44,28,1,1,"""2023-05-08T03:33:45.000Z"""
12.1,65.52,1008.52,96.57,10.11,78.57,1008.25,12.4,9.3,89.1,9.3,89.1,99,99.99,12,15.44,32,1,1,"""2023-05-08T03:38:46.000Z"""
12.25,64.87,1008.54,98.74,10.15,79.11,1008.3,12.42,9.3,88,9.3,88,99.99,98,11.94,15.44,37,1,1,"""2023-05-08T03:43:46.000Z"""
12.34,65.4,1008.54,95.57,10.26,78.39,1008.3,12.41,9.5,88.7,9.5,88.7,99,99.99,11.88,15.38,42,1,1,"""2023-05-08T03:48:47.000Z"""
12.41,64.74,1008.54,97.64,10.34,78.59,1008.33,12.4,9.5,87.6,9.5,87.6,99,97,11.81,15.38,43,1,1,"""2023-05-08T03:53:47.000Z"""
12.39,65.71,1008.61,95.08,10.36,78.87,1008.39,12.39,9.5,87.6,9.5,87.6,99,95,11.75,15.38,47,1,1,"""2023-05-08T03:58:48.000Z"""
12.57,64.83,1008.65,94.87,10.5,78,1008.41,12.44,9.6,88,9.6,88,99.99,99.99,11.69,15.31,49,1,1,"""2023-05-08T04:03:48.000Z"""
12.75,63.74,1008.72,97.13,10.56,77.99,1008.51,12.44,9.7,87.9,9.7,87.9,99,96,11.69,15.31,52,1,1,"""2023-05-08T04:08:50.000Z"""
12.88,63.58,1008.78,96.01,10.68,77.54,1008.61,12.44,9.8,87.6,9.8,87.6,99.99,97,11.63,15.31,56,1,1,"""2023-05-08T04:13:50.000Z"""
12.99,64.69,1008.87,94.14,10.89,76.74,1008.68,12.52,9.9,87.5,9.9,87.5,99.99,99,11.63,15.25,60,1,1,"""2023-05-08T04:18:50.000Z"""
13.37,63.23,1008.9,92.78,11.24,75.3,1008.69,12.7,10.2,87,10.2,87,99.99,97,11.56,15.31,61,1,1,"""2023-05-08T04:23:50.000Z"""
13.62,62.27,1008.96,93.61,11.41,74.97,1008.74,12.78,10.4,87.3,10.4,87.3,99.99,99,11.56,15.25,61,1,1,"""2023-05-08T04:28:50.000Z"""
13.9,61.55,1009,95.32,11.6,74.55,1008.79,12.88,10.6,86.5,10.6,86.5,99,97,11.44,15.31,64,1,1,"""2023-05-08T04:33:50.000Z"""
14.16,61.14,1009.05,95.41,11.94,73.8,1008.89,12.96,11,85.6,11,85.6,99.99,98,11.44,15.31,66,1,1,"""2023-05-08T04:38:50.000Z"""
14.54,60.69,1009.14,95.32,12.49,72.46,1009.02,13.17,11.5,84.8,11.5,84.8,99.99,97,11.44,15.31,69,1,1,"""2023-05-08T04:43:50.000Z"""
15.4,59.96,1009.17,91.76,13.99,68.89,1009.24,13.42,12.6,80.2,12.6,80.2,99.99,99,11.38,15.25,72,1,1,"""2023-05-08T04:48:50.000Z"""
15.77,57.74,1009.2,95.25,14.24,67.54,1009.18,13.72,13.1,77.4,13.1,77.4,99.99,96,11.38,15.38,72,1,1,"""2023-05-08T04:53:50.000Z"""
16.15,57.12,1009.24,96.96,14.59,66.92,1009.25,13.94,13.3,75.7,13.3,75.7,99.99,99.99,11.31,15.38,73,1,1,"""2023-05-08T04:58:51.000Z"""
16.69,56.77,1009.28,94.57,14.93,65.94,1009.29,14.19,13.7,75.1,13.7,75.1,99.99,95,11.25,15.38,74,1,1,"""2023-05-08T05:03:51.000Z"""
16.98,55.77,1009.27,94.03,15.13,65.06,1009.28,14.45,14,74.2,14,74.2,99.99,98,11.25,15.38,74,1,1,"""2023-05-08T05:08:51.000Z"""
17.41,55.56,1009.31,88.26,16.06,62.96,1009.51,14.87,14.5,72.6,14.5,72.6,99.99,96,11.19,15.44,78,1,1,"""2023-05-08T05:13:51.000Z"""
18.44,57.02,1009.39,65.89,17,61.86,1009.6,15.18,15.5,70.5,15.5,70.5,99.99,99,11.19,15.44,77,1,1,"""2023-05-08T05:18:52.000Z"""
18.89,57.54,1009.41,59.71,17.13,60.99,1009.54,15.34,15.9,69,15.9,69,99.99,98,11.19,15.5,77,1,1,"""2023-05-08T05:23:52.000Z"""
19.2,56.72,1009.39,57.06,17.4,60.82,1009.46,15.56,16.3,67.5,16.3,67.5,99.99,98,11.12,15.56,78,1,1,"""2023-05-08T05:28:52.000Z"""
19.62,55.32,1009.41,56.25,17.52,59.84,1009.52,15.75,16.4,66.3,16.4,66.3,99.99,96,11.19,15.63,78,1,1,"""2023-05-08T05:33:53.000Z"""
20.34,53.76,1009.46,52.97,18.28,57.88,1009.75,16.18,16.9,64.3,16.9,64.3,99.99,95,11.19,15.63,79,1,1,"""2023-05-08T05:38:53.000Z"""
20.74,52.19,1009.48,53.54,18.52,56.75,1009.69,16.61,17.1,63.4,17.1,63.4,99.99,95,11.12,15.75,79,1,1,"""2023-05-08T05:43:54.000Z"""
20.9,52.45,1009.54,48.17,18.77,55.43,1009.68,16.83,17.3,62.2,17.3,62.2,99.99,99,11.19,15.75,79,1,1,"""2023-05-08T05:48:54.000Z"""
21.15,51.4,1009.54,47.75,18.92,56.02,1009.72,17.07,17.7,62.3,17.7,62.3,99.99,99,11.12,15.81,80,1,1,"""2023-05-08T05:53:55.000Z"""
21.56,49.07,1009.57,48.61,19.14,54.37,1009.54,17.31,18,60.4,18,60.4,99.99,99,11.12,15.81,79,1,1,"""2023-05-08T05:58:55.000Z"""
21.23,50.49,1009.64,47.08,18.79,55.27,1009.6,17.45,17.9,59.7,17.9,59.7,99.99,98,11.12,15.88,78,1,1,"""2023-05-08T06:03:55.000Z"""
21.16,50.3,1009.65,45.69,18.93,54.87,1009.72,17.77,18,59.4,18,59.4,99.99,95,11.19,15.94,80,1,1,"""2023-05-08T06:08:56.000Z"""
22.51,47.07,1009.65,47.03,20.21,52.54,1009.78,18.12,18.7,58.2,18.7,58.2,99.99,99,11.12,16,81,1,1,"""2023-05-08T06:13:56.000Z"""
22.46,45.2,1009.66,50.25,19.95,53.72,1009.71,18.28,19,56.2,19,56.2,99.99,95,11.12,16.06,80,1,1,"""2023-05-08T06:18:57.000Z"""
22.67,46.55,1009.74,46.82,20.19,52.04,1009.72,18.56,19.1,56.3,19.1,56.3,99.99,99,11.12,16.12,81,1,1,"""2023-05-08T06:23:57.000Z"""
22.83,45.84,1009.77,47.59,20.38,52.56,1009.81,18.64,19.4,55.3,19.4,55.3,99.99,98,11.19,16.12,81,1,1,"""2023-05-08T06:28:57.000Z"""
22.77,46.39,1009.82,47.16,20.37,52.44,1009.79,18.89,19.7,54.5,19.7,54.5,99.99,99,11.12,16.19,81,1,1,"""2023-05-08T06:33:58.000Z"""
22.9,45.97,1009.84,47.97,20.55,51.81,1009.83,19.01,19.8,53.9,19.8,53.9,99.99,96,11.19,16.19,81,1,1,"""2023-05-08T06:39:00.000Z"""
23.02,45.18,1009.91,48.39,20.55,52.18,1009.85,19.17,20,52.7,20,52.7,99.99,95,11.12,16.31,81,1,1,"""2023-05-08T06:44:00.000Z"""
22.88,45.04,1009.94,50.16,20.63,51.32,1009.87,19.31,20.1,51.5,20.1,51.5,99.99,99,11.19,16.37,81,1,1,"""2023-05-08T06:49:00.000Z"""
23,44.68,1009.99,53.3,20.54,52.38,1009.93,19.23,20.2,52.3,20.2,52.3,99.99,95,11.19,16.37,81,1,1,"""2023-05-08T06:54:00.000Z"""
23.31,45.05,1010.12,49.54,20.98,50.78,1010.04,19.28,20.4,50.9,20.4,50.9,99.99,95,11.19,16.44,82,1,1,"""2023-05-08T06:59:00.000Z"""
23.42,44.2,1010.17,51.4,21.24,51.51,1010.09,19.46,20.8,50.3,20.8,50.3,99.99,99,11.25,16.5,82,1,1,"""2023-05-08T07:04:01.000Z"""
23.77,43.8,1010.16,49.86,21.73,50.21,1010.13,19.57,21.1,49.4,21.1,49.4,99.99,95,11.25,16.56,83,1,1,"""2023-05-08T07:09:01.000Z"""
24.33,43.32,1010.12,48.05,22.29,49.03,1010.22,19.72,21.8,48.5,21.8,48.5,99.99,97,11.25,16.56,84,1,1,"""2023-05-08T07:14:01.000Z"""
25.45,41.18,1010.17,46.87,23.63,46.51,1010.34,20.09,22.7,46.8,22.7,46.8,99.99,96,11.31,16.62,85,1,1,"""2023-05-08T07:19:02.000Z"""
